name,producer,origin,label
Distilleria Bottega Latte Macchiato,Distilleria Bottega,Italy,Not Vegan Friendly
Diving Into Hampton Water Wine,Hampton Water Wine Co.,USA,Not Vegan Friendly
Diwald Wines,Bioweingut Diwald,Austria,Vegan Friendly
Dobbes Wine By Joe,Dobbes Family Estate,USA,Not Vegan Friendly
Dobravac Wines,Obrt Dobravac,Croatia,Vegan Friendly
Doffo Wines,Doffo Winery,USA,Not Vegan Friendly
Dog Day Rusty Mutt GSM,Dog Day Wines Pty Ltd,Australia,Vegan Friendly
Dog Day Rusty Mutt Shiraz,Dog Day Wines Pty Ltd,Australia,Vegan Friendly
Dog Day Rusty Mutt Viognier,Dog Day Wines Pty Ltd,Australia,Vegan Friendly
Dog Point Wines,Dog Point Vineyard,New Zealand,Vegan Friendly
DogRidge Reds,DogRidge Wine Company & Vineyards,Australia,Vegan Friendly
DogRidge Whites,DogRidge Wine Company & Vineyards,Australia,Not Vegan Friendly
Dois Amigos,Diamond Estates Wine & Spirits Limited,Canada,Vegan Friendly
Dolce Wine,Dolce Winery,USA,Vegan Friendly
Dolphin Bay Merlot,Marks & Spencer Plc,England,Vegan Friendly
Dom Dinis Red Wine,Vidigal Wines S.A.,Portugal,Not Vegan Friendly
Dom Dinis Regional Tejo,Vidigal Wines S.A.,Portugal,Not Vegan Friendly
Dom Perignon,Moët & Chandon,France,Vegan Friendly
Domaine Anderson Wines,Domaine Anderson,USA,Not Vegan Friendly
Domaine Anne Gros Wine,Domaine Anne Gros,France,Vegan Friendly
Domaine Artefact Wines,Domaine Artefact,USA,Vegan Friendly
Domaine Begude Wines,Domaine Begude,France,Vegan Friendly
Domaine Berrien Wines,Domaine Berrien Cellars,USA,Vegan Friendly
Domaine Bonfils Wines,Domaine Bonfils,France,Vegan Friendly
Domaine Bousquet Red Wine,Domaine Bousquet,Argentina,Vegan Friendly
Domaine Bousquet Rosé Wine,Domaine Bousquet,Argentina,Vegan Friendly
Domaine Bousquet White Wine,Domaine Bousquet,Argentina,Vegan Friendly
Domaine Cady Wines,Domaine Cady,France,Vegan Friendly
Domaine Carneros Wines,Domaine Carneros (by Tattinger),USA,Vegan Friendly
Domaine Chaume-Arnaud Wines,Domaine Chaume-Arnaud,France,Vegan Friendly
Domaine Christian Moreau Chablis,Domaine Christian Moreau Père & Fils,France,Vegan Friendly
Domaine Christian Moreau Chablis 1er Cru Vaillon,Domaine Christian Moreau Père & Fils,France,Vegan Friendly
Domaine Christian Moreau Chablis 1er Cru Vaillon -Cuvée Guy Moreau,Domaine Christian Moreau Père & Fils,France,Vegan Friendly
Domaine Christian Moreau Chablis Grand Cru Blanchot,Domaine Christian Moreau Père & Fils,France,Vegan Friendly
Domaine Christian Moreau Chablis Grand Cru Les Clos,Domaine Christian Moreau Père & Fils,France,Vegan Friendly
Domaine Christian Moreau Chablis Grand Cru Les Clos - Clos des Hospices,Domaine Christian Moreau Père & Fils,France,Vegan Friendly
Domaine Christian Moreau Chablis Grand Cru Valmur,Domaine Christian Moreau Père & Fils,France,Vegan Friendly
Domaine Christian Moreau Chablis Grand Cru Vaudésir,Domaine Christian Moreau Père & Fils,France,Vegan Friendly
Domaine Darius Wines,Domaine Darius,Canada,Unknown
Domaine de Brau Chardonnay,Chateau de Brau,France,Vegan Friendly
Domaine de Brau Majelus,Chateau de Brau,France,Vegan Friendly
Domaine de la Chapelle St Victor AOP Coteaux D'Aix-En-Provence Rose,Les Vins Bréban,France,Vegan Friendly
Domaine de Labarthe Wines,Domaine de Labarthe,France,Vegan Friendly
Domaine de Lorient Wines,Domaine de Lorient,France,Vegan Friendly
Domaine de Michelet (2014),Les Vignerons de Buzet,France,Vegan Friendly
Domaine de Montille Wines,Domaine de Montille,France,Vegan Friendly
Domaine de Taillant Wines,Les Vignobles Arrivé,France,Vegan Friendly
Domaine de Vedilhan Serica Viognier 2016,Boutinot Limited,England,Vegan Friendly
Domaine Deffend Neuf AOP Cotes De Provence Rose,Les Vins Bréban,France,Vegan Friendly
Domaine Delmas Wine,Domaine Delmas,France,Not Vegan Friendly
Domaine Des Fumées Blanches,Domaines François Lurton,France,Vegan Friendly
Domaine des Hautimagnes Organic Wines,Les Vignerons de Villedieu Buisson,France,Vegan Friendly
Domaine Des Ministres,Domaines François Lurton,France,Vegan Friendly
Domaine Drouhin wine,Domaine Drouhin,USA,Not Vegan Friendly
Domaine du Jas d’Esclans Wines,Domaine du Jas d’Esclans,France,Vegan Friendly
Domaine du Pastre Rosé Ventoux (organic),Louis Bernard,France,Vegan Friendly
Domaine du Possible C'est Pas la Mère à Boire,Domaine du Possible,France,Vegan Friendly
Domaine du Possible Wines (unless listed),Domaine du Possible,France,Unknown
Domaine du Seminaire Wines,Domaine du Seminaire,France,Vegan Friendly
"Domaine du Tariquet ""Premières Grives""",Domaine du Tariquet,France,Vegan Friendly
Domaine du Tariquet Chardonnay,Domaine du Tariquet,France,Vegan Friendly
"Domaine du Tariquet Chardonnay ""Tête de Cuvée""",Domaine du Tariquet,France,Vegan Friendly
Domaine du Tariquet Chenin Chardonnay,Domaine du Tariquet,France,Vegan Friendly
Domaine du Tariquet Classic,Domaine du Tariquet,France,Vegan Friendly
Domaine du Tariquet Côté,Domaine du Tariquet,France,Vegan Friendly
Domaine du Tariquet Les 4 Réserve,Domaine du Tariquet,France,Vegan Friendly
Domaine du Tariquet Marselan,Domaine du Tariquet,France,Vegan Friendly
"Domaine du Tariquet Petit Manseng ""Dernières Grives""",Domaine du Tariquet,France,Vegan Friendly
Domaine du Tariquet Rosé,Domaine du Tariquet,France,Vegan Friendly
Domaine du Tariquet Sauvignon,Domaine du Tariquet,France,Vegan Friendly
Domaine Durrmann Wines,Domaine Durrmann,France,Vegan Friendly
Domaine d’Alzipratu Wines,Domaine d’Alzipratu,France,Vegan Friendly
Domaine Elisabeth Wines,Les Vignobles Arrivé,France,Vegan Friendly
Domaine Frederic Brouca Wines,Domaine Frederic Brouca,France,Vegan Friendly
Domaine Gayda Wines,Domaine Gayda,France,Vegan Friendly
Domaine Gérard Tremblay Chablis,Domaine Gérard Tremblay,France,Vegan Friendly
Domaine Gérard Tremblay Grand Cru Vaudésir,Domaine Gérard Tremblay,France,Vegan Friendly
Domaine Gérard Tremblay Petit Chablis,Domaine Gérard Tremblay,France,Vegan Friendly
Domaine Gérard Tremblay Premiers Crus,Domaine Gérard Tremblay,France,Vegan Friendly
Domaine Gioulis Sofos Red,Natural Merchants LLC,,Vegan Friendly
Domaine Gioulis Sofos White,Natural Merchants LLC,,Vegan Friendly
Domaine Grand Guilhem Fitou Angels,Domaine Grand Guilhem,France,Vegan Friendly
Domaine Grand Guilhem Fitou Grand Guilhem,Domaine Grand Guilhem,France,Vegan Friendly
Domaine Grand Guilhem Muscat de Rivesaltes,Domaine Grand Guilhem,France,Vegan Friendly
Domaine Grand Guilhem Rivesaltes Grenat,Domaine Grand Guilhem,France,Vegan Friendly
"Domaine Grand Guilhem Vallée du paradis ""Le Pointilliste Orange""",Domaine Grand Guilhem,France,Vegan Friendly
"Domaine Grand Guilhem Vallée du Paradis ""Le Pointilliste""",Domaine Grand Guilhem,France,Vegan Friendly
Domaine Grand Guilhem Vallée du Paradis Blanc,Domaine Grand Guilhem,France,Vegan Friendly
Domaine Grand Guilhem Vallée du Paradis Rosé,Domaine Grand Guilhem,France,Vegan Friendly
Domaine Jean-Marc Brocard Wines,Domaine Jean-Marc Brocard,France,Vegan Friendly
Domaine Josmeyer Wines,Domaine Josmeyer,France,Vegan Friendly
Domaine Kuentz-Bas Alsace Wines,Domaine Kuentz-Bas Alsace,France,Vegan Friendly
Domaine L'Ameillaud,Domaine L'Ameillaud,France,Vegan Friendly
Domaine Lapierre Wines,Domaine Lapierre,France,Vegan Friendly
Domaine le Garrigon Côtes-du-Rhône Villages Visan (organic),Louis Bernard,France,Vegan Friendly
Domaine le Garrigon Cuvée des Vieux Truffiers Côtes-du-Rhône (organic),Louis Bernard,France,Vegan Friendly
Domaine Les Fouques Wines,Domaine Les Fouques,France,Vegan Friendly
Domaine Les Salices Chardonnay,Domaines François Lurton,France,Vegan Friendly
Domaine Les Salices Pinot Noir,Domaines François Lurton,France,Vegan Friendly
Domaine Les Salices Sauvignon Blanc,Domaines François Lurton,France,Vegan Friendly
Domaine Les Salices Viognier,Domaines François Lurton,France,Vegan Friendly
Domaine Moncourt Wines,Domaine Moncourt,France,Vegan Friendly
Domaine Monticoles AOP Coteaux Varois En Provence Rose,Les Vins Bréban,France,Vegan Friendly
Domaine Philippe Gilbert Wines,Domaine Philippe Gilbert,France,Vegan Friendly
Domaine Pinchinat Red,Domaine Pinchinat,France,Vegan Friendly
Domaine Pinchinat Rosé,Domaine Pinchinat,France,Vegan Friendly
Domaine Pinchinat White,Domaine Pinchinat,France,Vegan Friendly
Domaine Pinnacle Cidre à l’érable Coureur des Bois,Domaine Pinnacle Inc.,Canada,Vegan Friendly
Domaine Pinnacle Cidre de glace Domaine Pinnacle ,Domaine Pinnacle Inc.,Canada,Vegan Friendly
Domaine Pinnacle Cidre de glace Pétillant Domaine Pinnacle,Domaine Pinnacle Inc.,Canada,Vegan Friendly
Domaine Pinnacle Cidre de glace Signature Réserve Spéciale,Domaine Pinnacle Inc.,Canada,Vegan Friendly
Domaine Pinnacle Coureur des Bois Whisky à l'Érable,Domaine Pinnacle Inc.,Canada,Vegan Friendly
Domaine Pinnacle Crème de Pommes,Domaine Pinnacle Inc.,Canada,Not Vegan Friendly
Domaine Pinnacle Ice Apple Wine,Domaine Pinnacle Inc.,Canada,Vegan Friendly
Domaine Pinnacle Réserve 1859 Domaine Pinnacle,Domaine Pinnacle Inc.,Canada,Vegan Friendly
Domaine Pinnacle Verger Sud Cidre Pétillant,Domaine Pinnacle Inc.,Canada,Vegan Friendly
Domaine Pinnacle Verger Sud Cidre Tranquille,Domaine Pinnacle Inc.,Canada,Vegan Friendly
Domaine Pouillon Wines,Domaine Pouillon,USA,Vegan Friendly
Domaine Queylus,Domaine Queylus,Canada,Vegan Friendly
Domaine Rolly Gassmann Wines,Domaine Rolly Gassmann,France,Vegan Friendly
Domaine Ruet Wines,Domaine Ruet,France,Vegan Friendly
Domaine Saint Nicholas Red Wines,Domaine Saint Nicholas,France,Vegan Friendly
Domaine Saint Nicholas Rosé Wines,Domaine Saint Nicholas,France,Vegan Friendly
Domaine Saint Nicholas White Wines,Domaine Saint Nicholas,France,Unknown
Domaine Sarrelon Côtes-du-Rhône (organic),Louis Bernard,France,Vegan Friendly
Domaine Serene Wine,Domaine Serene,USA,Not Vegan Friendly
Domaine Simha Wines,Domaine Simha,Australia,Vegan Friendly
Domaine St Esteve AOP Coteaux D'Aix-En-Provence Rose,Les Vins Bréban,France,Vegan Friendly
Domaine Ste. Michelle 2014 Luxe,Domaine Ste. Michelle,USA,Vegan Friendly
Domaine Ste. Michelle Blanc de Blancs,Domaine Ste. Michelle,USA,Unknown
Domaine Ste. Michelle Blanc de Noirs,Domaine Ste. Michelle,USA,Unknown
Domaine Ste. Michelle Brut,Domaine Ste. Michelle,USA,Unknown
Domaine Ste. Michelle Extra Dry,Domaine Ste. Michelle,USA,Unknown
Domaines Schlumberger Wines,Domaines Schlumberger,France,Not Vegan Friendly
Domecq Bodegas Wine,Domecq Bodegas,Spain,Not Vegan Friendly
Domein de Kluizen Wines,Domein de Kluizen,Belgium,Vegan Friendly
Dominant Seven Cabernet Sauvignon,Trinchero Family Vineyards,USA,Vegan Friendly
Dominant Seven Chardonnay,Trinchero Family Vineyards,USA,Vegan Friendly
Dominant Seven Red,Trinchero Family Vineyards,USA,Vegan Friendly
Dominio del Plata S.A.,Dominio del Plata S.A.,Argentina,Vegan Friendly
"Dominio IV ""Love Lies Bleeding"" 2010 Pinot Noir",Dominio IV Wines,USA,Vegan Friendly
"Dominio IV ""Pondering Ptolemy"" 2008 Pinot Noir",Dominio IV Wines,USA,Vegan Friendly
"Dominio IV ""Rain on Leaves"" 2007 Pinot Noir",Dominio IV Wines,USA,Vegan Friendly
"Dominio IV ""Sketches of Spain"" 2006 Tempranillo",Dominio IV Wines,USA,Not Vegan Friendly
"Dominio IV ""Slow Walk of the Wind"" 2009 Pinot Noir",Dominio IV Wines,USA,Vegan Friendly
"Dominio IV ""Song of an Uncaged Bird"" 2006 Syrah",Dominio IV Wines,USA,Vegan Friendly
"Dominio IV ""Spellbound"" 2008 Syrah/Tempranillo Blend",Dominio IV Wines,USA,Not Vegan Friendly
"Dominio IV ""Still Life"" 2010 Viognier",Dominio IV Wines,USA,Vegan Friendly
"Dominio IV ""The Black and Red"" 2007 Pinot Noir",Dominio IV Wines,USA,Vegan Friendly
"Dominio IV 2009 ""Technicolor Bat""",Dominio IV Wines,USA,Vegan Friendly
Dominio Romano Wines,Dominio Romano S.L.,Spain,Vegan Friendly
Domino Wine,DFV Wines,USA,Not Vegan Friendly
Don Juan José Wines,Don Juan José Wines,Chile,Vegan Friendly
Don Miguel Gascon Wine,E & J Gallo,USA,Not Vegan Friendly
Don Rodolfo Cabernet Sauvignon,Don Rodolfo,USA,Not Vegan Friendly
Don Rodolfo Malbec,Don Rodolfo,USA,Not Vegan Friendly
Don Rodolfo Pinot Noir,Don Rodolfo,USA,Not Vegan Friendly
Don Rodolfo Tannat,Don Rodolfo,USA,Not Vegan Friendly
Don Rodolfo Torrontes,Don Rodolfo,USA,Not Vegan Friendly
Don Simón Sangria,Don Simón,Spain,Not Vegan Friendly
Don Simón Wine,Don Simón,Spain,Not Vegan Friendly
Don's Blend Lodi Red,Michael David Winery,USA,Vegan Friendly
Dona Alface DOC Vinho Verde Branco,Quinta & Casa das Hortas – Sociedade Agric. e Comercial Lda.,Portugal,Vegan Friendly
Dona Belmira 2Lts Demijohn,Vidigal Wines S.A.,Portugal,Not Vegan Friendly
Dona Belmira Douro D.O.C.,Vidigal Wines S.A.,Portugal,Not Vegan Friendly
Dona Belmira White Douro D.O.C.,Vidigal Wines S.A.,Portugal,Not Vegan Friendly
"Doña Paula ""Malva"" Rosé of Malbec",Doña Paula,Argentina,Vegan Friendly
"Doña Paula ""Paula"" Malbec",Doña Paula,Argentina,Vegan Friendly
Doña Paula 1100,Doña Paula,Argentina,Vegan Friendly
Doña Paula 1350,Doña Paula,Argentina,Vegan Friendly
Doña Paula Alluvia Parcel Malbec,Doña Paula,Argentina,Vegan Friendly
Doña Paula Cabernet Sauvignon Reserva,Doña Paula,Argentina,Vegan Friendly
Doña Paula El Alto Parcel Malbec,Doña Paula,Argentina,Vegan Friendly
Doña Paula Estate Black Edition Red Wine,Doña Paula,Argentina,Vegan Friendly
Doña Paula Estate Cabernet Sauvignon,Doña Paula,Argentina,Vegan Friendly
Doña Paula Estate Malbec,Doña Paula,Argentina,Vegan Friendly
Doña Paula Los Cardos Cabernet Sauvignon,Doña Paula,Argentina,Vegan Friendly
Doña Paula Los Cardos Chardonnay,Doña Paula,Argentina,Vegan Friendly
Doña Paula Los Cardos Malbec,Doña Paula,Argentina,Vegan Friendly
Doña Paula Los Cardos Sauvignon Blanc,Doña Paula,Argentina,Vegan Friendly
Doña Paula Selección de Bodega Malbec,Doña Paula,Argentina,Vegan Friendly
Donelan Cuvee Christine Syrah,Donelan Family Wines,USA,Vegan Friendly
Donelan Cuvee Keltie Syrah,Donelan Family Wines,USA,Vegan Friendly
Donelan Cuvee Moriah,Donelan Family Wines,USA,Vegan Friendly
Donelan Genevieve's Block Chardonnay,Donelan Family Wines,USA,Vegan Friendly
Donelan Kohler Family Vineyard Syrah,Donelan Family Wines,USA,Vegan Friendly
Donelan Kohler Family Vineyard Viognier,Donelan Family Wines,USA,Vegan Friendly
Donelan Nancie Chardonnay,Donelan Family Wines,USA,Vegan Friendly
Donelan Obsidian Vineyard Syrah,Donelan Family Wines,USA,Vegan Friendly
Donelan Richards Family Vineyard Syrah,Donelan Family Wines,USA,Vegan Friendly
Donelan Rose,Donelan Family Wines,USA,Vegan Friendly
Donelan Two Brothers Pinot Noir,Donelan Family Wines,USA,Vegan Friendly
Donelan Venus Roussanne/Viognier,Donelan Family Wines,USA,Vegan Friendly
Donelan Walker Vine Hill Vineyard Syrah,Donelan Family Wines,USA,Vegan Friendly
Donkey Bum Rose wine,Donkey Bum Rose,USA,Vegan Friendly
Donnafugata Wines,Donnafugata S.r.l. Società Agricola,Italy,Vegan Friendly
Dönnhoff Wines,Weingut Dönnhoff,Germany,Vegan Friendly
Door Peninsula  Wine,Door Peninsula Winery,USA,Vegan Friendly
Dostana 2011 Merlot,Kalala Organic Estate Winery,Canada,Vegan Friendly
Dostana 2012 Cabernet Sauvignon,Kalala Organic Estate Winery,Canada,Vegan Friendly
Dott,Chalmers Wines Australia Pty Ltd.,Australia,Vegan Friendly
Double Dip Magnum,Hard Row to Hoe Vineyards,USA,Vegan Friendly
Doubleback 2013,Doubleback Wines,USA,Not Vegan Friendly
Doubleback Bledsoe Family Wine 2013,Doubleback Wines,USA,Vegan Friendly
Doubleback Healy Rosé 2015,Doubleback Wines,USA,Vegan Friendly
Doubleback Stolen Horse Syrah 2013,Doubleback Wines,USA,Vegan Friendly
Douloufakis ASPROS LAGOS Red Dry,Douloufakis Winery,Greece,Vegan Friendly
Douloufakis ASPROS LAGOS White Dry,Douloufakis Winery,Greece,Vegan Friendly
Douloufakis CHARDONNAY White Dry,Douloufakis Winery,Greece,Vegan Friendly
Douloufakis DAFNIOS Red Dry,Douloufakis Winery,Greece,Vegan Friendly
Douloufakis DAFNIOS White Dry,Douloufakis Winery,Greece,Vegan Friendly
Douloufakis ENOTRIA Red Dry,Douloufakis Winery,Greece,Vegan Friendly
Douloufakis ENOTRIA Rose Dry,Douloufakis Winery,Greece,Vegan Friendly
Douloufakis ENOTRIA White Dry,Douloufakis Winery,Greece,Vegan Friendly
Douloufakis EPOCH Red Medium Sweet,Douloufakis Winery,Greece,Vegan Friendly
Douloufakis EPOCH White Medium Sweet,Douloufakis Winery,Greece,Vegan Friendly
Douloufakis FEMINA White Dry,Douloufakis Winery,Greece,Vegan Friendly
Douloufakis HELIOS Red Sweet,Douloufakis Winery,Greece,Vegan Friendly
Douloufakis MALVASIA White Sweet,Douloufakis Winery,Greece,Vegan Friendly
Douloufakis SANGIOVESE Red Dry,Douloufakis Winery,Greece,Vegan Friendly
Douloufakis SAUVIGNON BLANC White Dry,Douloufakis Winery,Greece,Vegan Friendly
Douloufakis SYRAH Red Dry,Douloufakis Winery,Greece,Vegan Friendly
Dovetail Sake Nakahama Junmai,Dovetail Sake,USA,Vegan Friendly
Dovetail Sake Ōmori Nigori,Dovetail Sake,USA,Vegan Friendly
Dow's Crusted Port,Symington Family Estates,Portugal,Vegan Friendly
Dow's Fine Ruby Port,Symington Family Estates,Portugal,Not Vegan Friendly
Dow's Quinta da Senhora Single Vintage Port,Symington Family Estates,Portugal,Vegan Friendly
Dowie Doole B.F.G. Grenache 2015,Dowie Doole Wines,Australia,Vegan Friendly
Dowie Doole Blanc2 2015,Dowie Doole Wines,Australia,Vegan Friendly
Dowie Doole C.T. Shiraz 2014,Dowie Doole Wines,Australia,Vegan Friendly
Dowie Doole Cali Road Shiraz 2013,Dowie Doole Wines,Australia,Vegan Friendly
Dowie Doole Estate Cabernet Sauvignon 2014,Dowie Doole Wines,Australia,Vegan Friendly
Dowie Doole Estate Chenin Blanc 2014,Dowie Doole Wines,Australia,Vegan Friendly
Dowie Doole Estate Chenin Blanc 2015,Dowie Doole Wines,Australia,Vegan Friendly
Dowie Doole Estate Merlot 2013,Dowie Doole Wines,Australia,Vegan Friendly
Dowie Doole Estate Merlot 2014,Dowie Doole Wines,Australia,Vegan Friendly
Dowie Doole Estate Sauvignon Blanc 2015,Dowie Doole Wines,Australia,Vegan Friendly
Dowie Doole Estate Shiraz 2014,Dowie Doole Wines,Australia,Vegan Friendly
Dowie Doole G&T - Grenache Tempranillo 2015,Dowie Doole Wines,Australia,Vegan Friendly
Dowie Doole Moxie Sparkling Shiraz NV,Dowie Doole Wines,Australia,Not Vegan Friendly
Dowie Doole Mr G's C.S.M. 2013,Dowie Doole Wines,Australia,Vegan Friendly
Dowie Doole Museum Release - 2010 Reserve Shiraz,Dowie Doole Wines,Australia,Vegan Friendly
Dowie Doole Museum Release - 2012 Cali Rd Shiraz,Dowie Doole Wines,Australia,Vegan Friendly
Dowie Doole Reserve Shiraz 2013,Dowie Doole Wines,Australia,Vegan Friendly
Dowie Doole Second Nature - Cabernet Shiraz Merlot 2011,Dowie Doole Wines,Australia,Vegan Friendly
Dowie Doole The Fruit Of The Vine - Cabernet Sauvignon 2012,Dowie Doole Wines,Australia,Vegan Friendly
Dowie Doole Tintookie Chenin Blanc,Dowie Doole Wines,Australia,Vegan Friendly
Dowie Doole Vermentino 2014,Dowie Doole Wines,Australia,Vegan Friendly
Down the Rabbit Hole Friends and Lovers Rose,Down the Rabbit Hole Wines,Australia,Vegan Friendly
Down the Rabbit Hole Sangiovese Cabernet,Down the Rabbit Hole Wines,Australia,Vegan Friendly
Down the Rabbit Hole Shiraz,Down the Rabbit Hole Wines,Australia,Vegan Friendly
Down the Rabbit Hole Tempranillo,Down the Rabbit Hole Wines,Australia,Vegan Friendly
Dow’s Quinta do Bomfim Vintage Port,Symington Family Estates,Portugal,Vegan Friendly
Dow’s Trademark Finest Reserve Port,Symington Family Estates,Portugal,Not Vegan Friendly
Dow’s Vintage Port,Symington Family Estates,Portugal,Vegan Friendly
Dr. Frank Wine,Dr. Frank Wines,USA,Not Vegan Friendly
Dr. Loosen Rieslings,Weingut Dr. Loosen,Germany,Vegan Friendly
Draconis Wine,Draconis,USA,Vegan Friendly
Dragonfly Farms Dance of the Dragonfly,Dragonfly Farms,USA,Vegan Friendly
Dragonfly Farms Golden Dragonfly,Dragonfly Farms,USA,Vegan Friendly
Dragonfly Farms Song of the Dragonfly,Dragonfly Farms,USA,Vegan Friendly
Drake Wines,Drake Wines,USA,Vegan Friendly
Dreaming Tree Wines,Dreaming Tree Winery,USA,Not Vegan Friendly
Drostdy-Hof Wines,Distell Limited,South Africa,Not Vegan Friendly
Drumheller 2015 Cabernet Sauvignon,Drumheller Wines,USA,Vegan Friendly
Drumheller Wines (unless listed),Drumheller Wines,USA,Unknown
